text,label,text_length,word_count,created_at,processed_text,original_length,processed_length,compression_ratio
The report states that the Reserve Bank of India kept the repo rate unchanged at 6.5% citing concerns over inflation and global economic uncertainty.,0,149,24,2026-05-12,state reserve bank india keep repo rate unchanged cite concern inflation global economic uncertainty,149,100,0.6711409395973155
🚨 ALERT: RBI secretly demonetizing ₹2000 notes TOMORROW! Convert your cash immediately or lose everything! 100% confirmed! 🚨,1,124,18,2026-05-12,alert rbi secretly demonetize note tomorrow convert cash immediately lose everything confirmed,124,94,0.7580645161290323
"According to the Ministry of External Affairs, India and the United States have signed a new defense agreement aimed at strengthening bilateral ties.",0,149,23,2026-05-12,ministry external affair india united state sign new defense agreement aim strengthen bilateral tie,149,99,0.6644295302013423
TRENDING: Major news network caught fabricating stories for 10 years! Whistleblower releases damning evidence! Share this with everyone you know!,1,145,20,2026-05-12,trend major network catch fabricate story year whistleblower release damn evidence share everyone,145,97,0.6689655172413793
🚨 SHOCKING: World leaders are actually AI-controlled robots! Former intelligence officer reveals the truth! 🚨 Share this with everyone you know!,1,144,21,2026-05-12,shock world leader actually aicontrolled robot former intelligence officer reveals truth share everyone,144,103,0.7152777777777778
Team India defeated Australia by 5 wickets in the thrilling series finale to win the Border-Gavaskar trophy.,0,108,17,2026-05-12,team india defeat australia wicket thrill series finale win bordergavaskar trophy,108,81,0.75
🚨 MIRACLE CURE: This ancient herb eliminates cancer in 3 days! Doctors hate this simple trick! Watch before they take it down! 🚨,1,128,23,2026-05-12,miracle cure ancient herb eliminate cancer day doctor hate simple trick watch,128,77,0.6015625
🚨 CONSPIRACY REVEALED: Foreign powers are controlling Indian politicians through blackmail! The truth they don't want you to know! 🚨 Share this with everyone you know!,1,167,26,2026-05-12,conspiracy reveal foreign power control indian politician blackmail truth dont share everyone,167,93,0.5568862275449101
"🚨 YOUR MONEY IS NOT SAFE! The government is planning to confiscate all bank accounts over ₹50,000! Official document leaked! 🚨 Share this with everyone you know!",1,161,27,2026-05-12,money safe government plan confiscate bank account official document leak share everyone,161,88,0.546583850931677
"Scientists have discovered a new exoplanet in the habitable zone of its star, according to research published in Nature Astronomy.",0,130,20,2026-05-12,scientist discover new exoplanet habitable zone star research publish nature astronomy,130,86,0.6615384615384615
A study published in The Lancet medical journal found that regular exercise reduces the risk of heart disease by up to 35%.,0,123,22,2026-05-12,study publish lancet medical journal find regular exercise reduces risk heart disease,123,85,0.6910569105691057
"According to official sources, scientists have discovered a new exoplanet in the habitable zone of its star, according to research published in Nature Astronomy.",0,161,24,2026-05-12,official source scientist discover new exoplanet habitable zone star research publish nature astronomy,161,102,0.6335403726708074
"YOUR MONEY IS NOT SAFE! The government is planning to confiscate all bank accounts over ₹50,000! Official document leaked!",1,122,19,2026-05-12,money safe government plan confiscate bank account official document leak,122,73,0.5983606557377049
🚨 CONSPIRACY REVEALED: Foreign powers are controlling Indian politicians through blackmail! The truth they don't want you to know! 🚨,1,132,20,2026-05-12,conspiracy reveal foreign power control indian politician blackmail truth dont,132,78,0.5909090909090909
Team India defeated Australia by 5 wickets in the thrilling series finale to win the Border-Gavaskar trophy.,0,108,17,2026-05-12,team india defeat australia wicket thrill series finale win bordergavaskar trophy,108,81,0.75
WARNING: New study proves 5G towers are causing brain tumors! Governments are covering up the evidence! Share to spread awareness! Share this with everyone you know!,1,165,26,2026-05-12,warn new study prove tower cause brain tumor government cover evidence share spread awareness share everyone,165,108,0.6545454545454545
🚨 EXPOSED: Celebrity caught in human trafficking ring! The mainstream media is protecting their own! Full evidence inside! 🚨 Share this with everyone you know!,1,159,25,2026-05-12,expose celebrity catch human traffic ring mainstream medium protect full evidence inside share everyone,159,103,0.6477987421383647
🚨 TRENDING: Major news network caught fabricating stories for 10 years! Whistleblower releases damning evidence! 🚨 Share this with everyone you know!,1,149,22,2026-05-12,trend major network catch fabricate story year whistleblower release damn evidence share everyone,149,97,0.6510067114093959
"YOUR MONEY IS NOT SAFE! The government is planning to confiscate all bank accounts over ₹50,000! Official document leaked!",1,122,19,2026-05-12,money safe government plan confiscate bank account official document leak,122,73,0.5983606557377049
A study published in The Lancet medical journal found that regular exercise reduces the risk of heart disease by up to 35%.,0,123,22,2026-05-12,study publish lancet medical journal find regular exercise reduces risk heart disease,123,85,0.6910569105691057
EXPOSED: Celebrity caught in human trafficking ring! The mainstream media is protecting their own! Full evidence inside!,1,120,17,2026-05-12,expose celebrity catch human traffic ring mainstream medium protect full evidence inside,120,88,0.7333333333333333
"Finance Minister Nirmala Sitharaman announced a ₹10,000 crore stimulus package for the MSME sector in today's press conference.",0,127,18,2026-05-12,finance minister nirmala sitharaman announce crore stimulus package msme sector todays press conference,127,103,0.8110236220472441
The report states that the Reserve Bank of India kept the repo rate unchanged at 6.5% citing concerns over inflation and global economic uncertainty.,0,149,24,2026-05-12,state reserve bank india keep repo rate unchanged cite concern inflation global economic uncertainty,149,100,0.6711409395973155
"According to the Ministry of External Affairs, India and the United States have signed a new defense agreement aimed at strengthening bilateral ties.",0,149,23,2026-05-12,ministry external affair india united state sign new defense agreement aim strengthen bilateral tie,149,99,0.6644295302013423
